CUST_ID,DATE,PRODUCT_ID,ORDER_ID,PRICE,DISCOUNT,COUNT
30,01/13/2016,20,12,991,406,46
30,01/13/2016,31,12,697,181,30
30,01/13/2016,9,12,14,3,302
30,01/13/2016,43,12,889,311,28
30,01/13/2016,13,12,825,255,41
30,01/13/2016,17,12,696,466,35
30,01/13/2016,32,12,8,1,762
30,01/13/2016,19,12,5,0,527
30,01/13/2016,44,12,10,1,351
30,01/13/2016,25,12,5,4,182
30,01/13/2016,25,12,6,3,375
5,01/13/2016,33,13,8,7,534
5,01/13/2016,29,13,9,5,79
5,01/13/2016,9,13,15,1,46
5,01/13/2016,45,13,9,6,460
5,01/13/2016,20,13,510,311,18
5,01/13/2016,17,13,820,615,22
5,01/13/2016,27,13,7,3,944
5,01/13/2016,0,13,5,1,724
5,01/13/2016,42,13,6,5,642
5,01/13/2016,27,13,6,0,979
5,01/13/2016,19,13,6,4,860
31,01/13/2016,46,14,542,238,17
31,01/13/2016,44,14,14,13,346
31,01/13/2016,38,14,8,0,103
31,01/13/2016,24,14,890,62,38
31,01/13/2016,43,14,636,349,6
31,01/13/2016,9,14,17,2,148
31,01/13/2016,9,14,15,9,46
31,01/13/2016,42,14,6,1,73
31,01/13/2016,28,14,7,1,922
31,01/13/2016,42,14,6,5,935
31,01/13/2016,9,14,15,4,438
32,01/13/2016,6,15,8,1,639
32,01/13/2016,7,15,15,7,148
32,01/13/2016,0,15,9,7,371
32,01/13/2016,1,15,7,6,391
29,01/14/2016,24,16,995,407,24
29,01/14/2016,39,16,5,3,857
29,01/14/2016,39,16,9,5,251
29,01/14/2016,21,16,15,3,309
29,01/14/2016,19,16,7,5,344
29,01/14/2016,30,16,857,617,48
29,01/14/2016,12,16,11,8,270
29,01/14/2016,25,16,7,3,578
29,01/14/2016,21,16,14,7,223
29,01/14/2016,2,16,15,9,328
29,01/14/2016,6,16,5,2,926
29,01/14/2016,30,16,630,510,50
29,01/14/2016,34,16,12,6,215
29,01/14/2016,19,16,7,4,599
29,01/14/2016,35,16,9,3,830
29,01/14/2016,18,16,6,4,882
29,01/14/2016,6,16,8,5,385
29,01/14/2016,38,16,8,2,7
29,01/14/2016,22,16,13,11,305
2,01/15/2016,20,17,742,667,7
2,01/15/2016,24,17,761,281,15
2,01/15/2016,11,17,501,340,23
2,01/15/2016,17,17,504,85,30
2,01/15/2016,36,17,15,2,366
2,01/15/2016,2,17,10,3,156
2,01/15/2016,41,17,6,1,361
2,01/15/2016,13,17,854,845,22
2,01/15/2016,32,17,7,3,255
2,01/15/2016,29,17,7,3,618
2,01/15/2016,10,17,5,3,700
29,01/15/2016,42,18,5,1,647
29,01/15/2016,25,18,9,5,160
29,01/15/2016,13,18,853,639,7
29,01/15/2016,16,18,16,12,488
29,01/15/2016,36,18,10,0,220
29,01/15/2016,27,18,5,2,935
29,01/15/2016,7,18,18,2,141
29,01/15/2016,42,18,5,0,451
29,01/15/2016,33,18,6,3,431
29,01/15/2016,21,18,15,9,496
29,01/15/2016,0,18,7,4,497
12,01/16/2016,32,19,7,5,305
12,01/16/2016,46,19,989,197,23
12,01/16/2016,13,19,917,880,9
12,01/16/2016,12,19,11,6,398
12,01/16/2016,10,19,8,3,441
12,01/16/2016,25,19,6,5,157
12,01/16/2016,21,19,16,5,263
12,01/16/2016,30,19,792,0,2
12,01/16/2016,19,19,9,5,394
12,01/16/2016,36,19,11,9,271
12,01/16/2016,23,19,871,113,17
12,01/16/2016,20,19,960,460,13
12,01/16/2016,43,19,652,326,19
12,01/16/2016,44,19,17,1,335
9,01/16/2016,36,20,15,3,15
9,01/16/2016,16,20,15,6,406
9,01/16/2016,13,20,851,595,27
9,01/16/2016,8,20,16,6,343
9,01/16/2016,42,20,5,2,455
9,01/16/2016,8,20,11,7,460
9,01/16/2016,11,20,777,567,41
9,01/16/2016,46,20,931,279,2
9,01/16/2016,9,20,18,15,59
9,01/16/2016,37,20,585,245,22
9,01/16/2016,19,20,7,6,45
9,01/16/2016,26,20,647,627,27
9,01/16/2016,34,20,19,9,123
9,01/16/2016,0,20,6,2,512
9,01/16/2016,21,20,12,1,288
9,01/16/2016,35,20,6,2,739
9,01/16/2016,1,20,8,4,676
9,01/16/2016,13,20,564,276,8
9,01/16/2016,43,20,978,880,46
12,01/17/2016,28,21,6,2,54
12,01/17/2016,14,21,14,10,42
12,01/17/2016,13,21,592,254,10
12,01/17/2016,41,21,7,3,353
12,01/17/2016,41,21,8,0,92
12,01/17/2016,23,21,745,178,33
12,01/17/2016,34,21,14,13,294
12,01/17/2016,33,21,5,3,830
12,01/17/2016,20,21,555,105,35
12,01/17/2016,36,21,16,14,305
12,01/17/2016,13,21,521,323,37
12,01/17/2016,40,21,6,4,892
12,01/17/2016,19,21,9,0,619
12,01/17/2016,9,21,13,12,376
12,01/17/2016,15,21,7,1,735
12,01/17/2016,44,21,16,14,40
12,01/17/2016,37,21,736,235,2
12,01/17/2016,45,21,6,1,8
12,01/17/2016,19,21,5,0,426
12,01/17/2016,1,21,7,1,24
36,01/17/2016,30,22,568,494,8
36,01/17/2016,7,22,11,0,60
36,01/17/2016,8,22,12,11,295
36,01/17/2016,45,22,6,3,864
29,01/18/2016,5,23,16,10,321
29,01/18/2016,15,23,7,0,589
29,01/18/2016,42,23,8,5,263
29,01/18/2016,33,23,9,7,821
12,01/18/2016,2,24,19,11,449
12,01/18/2016,31,24,545,76,5
12,01/18/2016,27,24,8,5,701
12,01/18/2016,23,24,783,125,34
12,01/18/2016,14,24,15,6,44
12,01/18/2016,4,24,576,322,48
12,01/18/2016,21,24,10,6,200
12,01/18/2016,35,24,8,2,554
12,01/18/2016,16,24,10,8,103
12,01/18/2016,11,24,617,518,13
12,01/18/2016,6,24,9,7,798
12,01/18/2016,26,24,702,224,5
12,01/18/2016,17,24,516,474,36
12,01/18/2016,20,24,615,233,30
12,01/18/2016,26,24,848,593,19
12,01/18/2016,43,24,885,601,16
12,01/18/2016,21,24,13,2,337
12,01/18/2016,13,24,825,816,4
12,01/18/2016,3,24,840,159,16
31,01/19/2016,9,25,18,15,334
34,01/19/2016,1,26,6,0,356
34,01/19/2016,22,26,10,8,246
34,01/19/2016,38,26,7,0,196
34,01/19/2016,29,26,9,1,425
34,01/19/2016,12,26,13,5,104
34,01/19/2016,18,26,7,1,618
34,01/19/2016,44,26,12,11,79
34,01/19/2016,32,26,6,5,201
34,01/19/2016,12,26,14,11,144
34,01/19/2016,45,26,6,4,977
34,01/19/2016,27,26,6,0,282
34,01/19/2016,30,26,762,701,16
25,01/20/2016,14,27,13,11,132
25,01/20/2016,21,27,13,12,93
25,01/20/2016,18,27,5,2,116
25,01/20/2016,31,27,723,202,36
25,01/20/2016,46,27,541,313,16
25,01/20/2016,11,27,805,338,19
25,01/20/2016,20,27,712,249,37
25,01/20/2016,14,27,12,7,36
25,01/20/2016,0,27,8,1,234
25,01/20/2016,7,27,12,2,492
25,01/20/2016,3,27,809,639,19
25,01/20/2016,34,27,15,12,240
30,01/21/2016,39,28,8,6,276
30,01/21/2016,45,28,9,6,49
30,01/21/2016,26,28,719,496,10
30,01/21/2016,45,28,7,5,84
30,01/21/2016,33,28,6,2,532
30,01/21/2016,20,28,671,221,34
30,01/21/2016,40,28,7,4,764
30,01/21/2016,22,28,18,5,143
30,01/21/2016,18,28,8,3,592
30,01/21/2016,36,28,14,3,3
30,01/21/2016,36,28,18,11,187
30,01/21/2016,37,28,627,194,48
30,01/21/2016,46,28,988,207,20
30,01/21/2016,45,28,8,0,532
30,01/21/2016,31,28,789,402,11
30,01/21/2016,43,28,849,42,20
30,01/21/2016,15,28,9,2,813
30,01/21/2016,31,28,739,413,9
30,01/21/2016,37,28,536,53,36
30,01/21/2016,40,28,7,0,679
24,01/21/2016,19,29,8,6,909
24,01/21/2016,10,29,5,4,336
24,01/21/2016,28,29,9,4,178
24,01/21/2016,24,29,607,54,38
24,01/21/2016,26,29,553,392,20
24,01/21/2016,39,29,9,0,391
24,01/21/2016,18,29,9,5,288
24,01/21/2016,46,29,849,67,8
24,01/21/2016,9,29,16,9,127
24,01/21/2016,25,29,9,4,240
24,01/21/2016,5,29,10,7,41
17,01/22/2016,16,30,12,1,308
17,01/22/2016,11,30,800,720,26
17,01/22/2016,10,30,8,6,177
17,01/22/2016,4,30,624,124,17
17,01/22/2016,8,30,15,4,156
17,01/22/2016,10,30,6,4,158
17,01/22/2016,45,30,6,1,828
17,01/22/2016,37,30,742,37,1
17,01/22/2016,35,30,7,1,50
17,01/22/2016,24,30,785,604,42
17,01/22/2016,23,30,748,725,24
17,01/22/2016,25,30,8,0,710
17,01/22/2016,29,30,5,0,662
17,01/22/2016,28,30,5,4,882
17,01/22/2016,28,30,6,0,925
17,01/22/2016,20,30,621,24,18
29,01/22/2016,31,31,801,104,30
29,01/22/2016,2,31,19,1,411
29,01/22/2016,20,31,954,76,24
29,01/22/2016,43,31,985,78,20
29,01/22/2016,43,31,975,604,38
29,01/22/2016,24,31,874,87,12
42,01/23/2016,12,32,13,5,54
42,01/23/2016,27,32,5,2,25
42,01/23/2016,22,32,18,7,97
42,01/23/2016,14,32,14,13,167
42,01/23/2016,6,32,6,0,663
42,01/23/2016,23,32,589,482,41
42,01/24/2016,22,33,13,9,413
42,01/24/2016,20,33,751,428,6
42,01/24/2016,19,33,9,3,79
42,01/24/2016,29,33,6,0,269
42,01/24/2016,6,33,7,1,514
42,01/24/2016,15,33,5,4,470
42,01/24/2016,7,33,13,11,359
42,01/24/2016,19,33,9,8,772
42,01/24/2016,45,33,5,1,550
7,01/25/2016,45,34,6,5,752
7,01/25/2016,6,34,5,0,811
7,01/25/2016,29,34,5,4,374
7,01/25/2016,27,34,5,4,598
7,01/25/2016,19,34,6,2,541
7,01/25/2016,22,34,12,1,475
32,01/25/2016,35,35,8,1,905
2,01/25/2016,19,36,5,1,264
2,01/25/2016,10,36,6,0,766
2,01/25/2016,22,36,10,3,225
2,01/25/2016,41,36,9,8,48
2,01/25/2016,16,36,10,9,127
2,01/25/2016,25,36,8,7,724
2,01/25/2016,6,36,7,6,32
2,01/25/2016,1,36,5,0,167
2,01/25/2016,11,36,760,7,43
2,01/25/2016,18,36,9,6,195
2,01/25/2016,30,36,914,0,42
2,01/25/2016,0,36,5,1,171
2,01/25/2016,6,36,6,3,176
2,01/25/2016,1,36,6,3,443
2,01/25/2016,41,36,7,0,153
31,01/26/2016,43,37,564,496,34
31,01/26/2016,12,37,19,11,25
31,01/26/2016,26,37,688,522,39
31,01/26/2016,45,37,7,3,920
31,01/26/2016,10,37,8,3,707
31,01/26/2016,27,37,7,5,237
31,01/26/2016,44,37,11,8,404
2,01/27/2016,32,38,6,2,372
2,01/27/2016,14,38,19,7,169
2,01/27/2016,19,38,9,3,3
2,01/27/2016,43,38,852,51,31
2,01/27/2016,10,38,8,5,566
2,01/27/2016,32,38,5,4,380
2,01/27/2016,16,38,11,9,429
2,01/27/2016,19,38,8,2,724
2,01/27/2016,8,38,13,4,319
2,01/27/2016,14,38,13,12,179
2,01/27/2016,0,38,5,0,49
2,01/27/2016,27,38,7,0,173
2,01/27/2016,43,38,717,423,28
2,01/27/2016,17,38,680,516,26
2,01/27/2016,28,38,5,4,931
2,01/27/2016,35,38,8,3,540
2,01/27/2016,40,38,7,5,932
2,01/27/2016,39,38,8,1,281
2,01/27/2016,12,38,14,7,429
2,01/27/2016,21,38,17,2,174
33,01/27/2016,9,39,13,9,152
33,01/27/2016,31,39,604,489,19
33,01/27/2016,26,39,630,100,39
33,01/27/2016,37,39,951,808,13
33,01/27/2016,39,39,9,8,947
33,01/27/2016,45,39,7,4,982
33,01/27/2016,7,39,16,5,186
33,01/27/2016,44,39,13,12,245
33,01/27/2016,41,39,5,4,896
33,01/27/2016,13,39,764,504,1
33,01/27/2016,46,39,534,90,4
33,01/27/2016,23,39,649,324,46
33,01/27/2016,28,39,9,6,510
33,01/27/2016,24,39,600,66,43
33,01/27/2016,11,39,590,572,11
33,01/27/2016,6,39,5,0,869
33,01/27/2016,26,39,957,440,4
33,01/27/2016,2,39,13,11,394
39,01/27/2016,9,40,14,12,203
39,01/27/2016,28,40,8,2,240
39,01/27/2016,13,40,912,547,40
39,01/27/2016,45,40,7,0,901
39,01/27/2016,22,40,11,8,68
39,01/27/2016,0,40,5,0,811
39,01/27/2016,26,40,705,204,45
39,01/27/2016,21,40,14,6,274
39,01/27/2016,33,40,7,5,225
34,01/28/2016,33,41,7,0,893
34,01/28/2016,34,41,14,12,256
34,01/28/2016,27,41,8,3,320
34,01/28/2016,1,41,9,6,87
34,01/28/2016,12,41,18,11,429
34,01/28/2016,3,41,724,28,40
34,01/28/2016,8,41,16,9,8
34,01/28/2016,34,41,19,9,381
34,01/28/2016,2,41,12,2,425
34,01/28/2016,40,41,8,3,492
34,01/28/2016,10,41,8,1,866
35,01/28/2016,36,42,11,5,425
35,01/28/2016,43,42,952,276,16
35,01/28/2016,15,42,6,5,888
35,01/28/2016,10,42,6,0,688
35,01/28/2016,9,42,10,7,329
35,01/28/2016,5,42,17,14,254
35,01/28/2016,14,42,16,1,116
35,01/28/2016,24,42,738,199,5
35,01/28/2016,28,42,6,0,43
35,01/28/2016,22,42,11,7,68
7,01/29/2016,19,43,5,2,911
7,01/29/2016,2,43,18,0,87
7,01/29/2016,25,43,9,1,29
42,01/30/2016,20,44,697,453,40
42,01/30/2016,9,44,16,5,105
42,01/30/2016,33,44,9,0,791
42,01/30/2016,23,44,597,35,14
42,01/30/2016,2,44,14,11,234
42,01/30/2016,11,44,892,722,9
42,01/30/2016,3,44,852,366,42
42,01/30/2016,39,44,7,0,644
42,01/30/2016,3,44,588,464,26
42,01/30/2016,42,44,7,3,272
42,01/30/2016,23,44,610,341,34
42,01/30/2016,27,44,7,6,534
42,01/30/2016,14,44,15,0,108
42,01/30/2016,3,44,949,901,5
42,01/30/2016,1,44,6,0,464
42,01/30/2016,0,44,7,2,499
42,01/30/2016,6,44,5,2,856
42,01/30/2016,21,44,18,5,415
42,01/30/2016,40,44,7,1,411
32,01/31/2016,37,45,692,83,20
32,01/31/2016,43,45,843,480,16
32,01/31/2016,21,45,16,15,402
32,01/31/2016,19,45,5,0,120
32,01/31/2016,6,45,7,1,637
32,01/31/2016,21,45,19,1,454
32,01/31/2016,44,45,13,1,55
32,01/31/2016,29,45,8,3,81
32,01/31/2016,37,45,733,161,43
32,01/31/2016,21,45,12,2,17
32,01/31/2016,39,45,6,1,322
11,01/31/2016,16,46,17,10,179
11,01/31/2016,45,46,7,5,374
11,01/31/2016,21,46,15,1,117
11,01/31/2016,10,46,5,0,25
11,01/31/2016,9,46,17,7,146
39,02/01/2016,40,47,9,0,746
39,02/01/2016,30,47,626,256,21
39,02/01/2016,26,47,903,532,20
39,02/01/2016,20,47,770,292,18
39,02/01/2016,17,47,841,159,6
39,02/01/2016,32,47,8,7,483
39,02/01/2016,2,47,17,5,17
39,02/01/2016,5,47,14,6,297
39,02/01/2016,8,47,17,6,225
39,02/01/2016,8,47,17,15,211
39,02/01/2016,2,47,15,14,440
39,02/01/2016,30,47,616,357,7
39,02/01/2016,24,47,607,273,8
39,02/01/2016,31,47,747,403,26
39,02/01/2016,3,47,768,7,7
39,02/01/2016,39,47,8,7,601
39,02/01/2016,22,47,16,2,124
36,02/01/2016,22,48,15,5,257
36,02/01/2016,12,48,14,1,355
36,02/01/2016,7,48,19,15,426
36,02/01/2016,40,48,5,1,538
36,02/01/2016,5,48,13,3,221
36,02/01/2016,36,48,14,10,491
36,02/01/2016,23,48,740,96,29
36,02/01/2016,17,48,902,712,48
23,02/02/2016,20,49,670,0,31
23,02/02/2016,25,49,8,2,947
23,02/02/2016,27,49,6,2,427
23,02/02/2016,5,49,10,1,437
35,02/02/2016,12,50,19,17,365
35,02/02/2016,6,50,5,3,357
35,02/02/2016,16,50,10,9,151
35,02/02/2016,15,50,6,3,481
35,02/02/2016,15,50,5,0,806
35,02/02/2016,6,50,6,3,14
35,02/02/2016,38,50,9,7,526
35,02/02/2016,37,50,781,546,27
35,02/02/2016,36,50,15,7,289
35,02/02/2016,27,50,5,0,252
35,02/02/2016,43,50,878,816,40
35,02/02/2016,17,50,700,504,13
35,02/02/2016,44,50,14,7,150
35,02/02/2016,19,50,5,3,889
1,02/03/2016,4,51,521,448,22
1,02/03/2016,34,51,18,16,313
35,02/03/2016,40,52,7,1,291
35,02/03/2016,8,52,10,9,43
35,02/03/2016,21,52,11,10,252
35,02/03/2016,26,52,573,532,13
35,02/03/2016,41,52,9,2,586
35,02/03/2016,8,52,18,16,217
35,02/03/2016,28,52,7,1,781
35,02/03/2016,44,52,10,7,475
35,02/03/2016,18,52,8,6,536
35,02/03/2016,3,52,609,176,29
35,02/03/2016,28,52,8,5,113
35,02/03/2016,11,52,698,244,10
35,02/03/2016,19,52,5,1,333
35,02/03/2016,44,52,14,0,308
35,02/03/2016,23,52,528,422,10
35,02/03/2016,8,52,16,15,306
35,02/03/2016,17,52,587,575,45
35,02/03/2016,17,52,785,62,1
10,02/03/2016,43,53,718,0,34
10,02/03/2016,14,53,16,4,154
10,02/03/2016,40,53,9,0,314
10,02/03/2016,17,53,973,340,49
10,02/03/2016,32,53,9,0,77
10,02/03/2016,18,53,6,4,292
10,02/03/2016,37,53,680,136,45
10,02/03/2016,46,53,526,326,45
10,02/03/2016,9,53,13,5,339
10,02/03/2016,30,53,529,497,35
10,02/03/2016,29,53,5,4,110
10,02/03/2016,10,53,7,0,816
42,02/03/2016,14,54,12,5,168
42,02/03/2016,35,54,8,6,185
42,02/03/2016,1,54,9,3,482
42,02/03/2016,5,54,19,5,385
42,02/03/2016,9,54,14,10,284
42,02/03/2016,21,54,18,4,129
42,02/03/2016,43,54,703,358,42
42,02/03/2016,3,54,502,75,27
42,02/03/2016,29,54,7,6,673
14,02/03/2016,34,55,16,15,285
14,02/03/2016,34,55,19,17,271
14,02/03/2016,31,55,982,29,26
14,02/03/2016,22,55,10,0,103
14,02/03/2016,32,55,8,5,298
14,02/03/2016,31,55,983,285,43
14,02/03/2016,36,55,15,14,246
14,02/03/2016,13,55,743,520,36
25,02/03/2016,24,56,972,777,19
25,02/03/2016,30,56,967,493,50
25,02/03/2016,25,56,5,0,746
25,02/03/2016,24,56,840,285,3
25,02/03/2016,19,56,5,4,191
25,02/03/2016,45,56,7,2,612
25,02/03/2016,9,56,19,10,125
25,02/03/2016,12,56,10,7,290
25,02/03/2016,8,56,14,10,425
25,02/03/2016,40,56,7,4,757
25,02/03/2016,25,56,8,3,375
25,02/03/2016,4,56,543,238,4
23,02/04/2016,16,57,16,11,306
23,02/04/2016,3,57,879,351,49
23,02/04/2016,42,57,8,1,100
23,02/04/2016,33,57,5,2,932
23,02/04/2016,36,57,18,13,375
23,02/04/2016,31,57,580,504,36
12,02/04/2016,38,58,9,0,546
12,02/04/2016,12,58,13,2,138
12,02/04/2016,34,58,15,4,73
12,02/04/2016,35,58,5,3,135
12,02/04/2016,41,58,8,3,716
12,02/04/2016,40,58,6,0,346
12,02/04/2016,16,58,15,7,14
12,02/04/2016,12,58,14,7,401
12,02/04/2016,24,58,948,0,25
12,02/04/2016,27,58,8,0,959
12,02/04/2016,23,58,572,560,36
12,02/04/2016,25,58,5,1,374
12,02/04/2016,25,58,5,4,77
12,02/04/2016,28,58,8,4,246
12,02/04/2016,13,58,608,328,40
12,02/04/2016,14,58,18,16,250
12,02/04/2016,0,58,5,2,90
12,02/04/2016,40,58,6,2,727
12,02/04/2016,14,58,15,14,261
26,02/04/2016,35,59,8,5,945
26,02/04/2016,45,59,9,6,682
26,02/04/2016,13,59,513,369,47
26,02/04/2016,2,59,11,4,414
26,02/04/2016,42,59,7,2,394
26,02/04/2016,30,59,919,514,13
26,02/04/2016,15,59,9,8,742
26,02/04/2016,2,59,10,2,478
26,02/04/2016,15,59,6,3,534
26,02/04/2016,27,59,5,0,403
26,02/04/2016,32,59,7,1,242
32,02/04/2016,40,60,5,3,53
32,02/04/2016,16,60,19,12,121
32,02/04/2016,32,60,6,1,1000
32,02/04/2016,10,60,7,3,748
32,02/04/2016,29,60,7,4,686
32,02/04/2016,35,60,9,4,760
32,02/04/2016,34,60,13,2,489
32,02/04/2016,5,60,14,2,426
32,02/04/2016,11,60,782,7,48
17,02/04/2016,39,61,8,1,239
17,02/04/2016,32,61,6,2,405
38,02/05/2016,32,62,9,4,89
38,02/05/2016,23,62,569,28,10
38,02/05/2016,11,62,677,500,6
38,02/05/2016,37,62,708,84,38
38,02/05/2016,13,62,841,134,23
38,02/05/2016,4,62,957,239,44
38,02/05/2016,1,62,6,1,594
38,02/05/2016,41,62,5,3,107
38,02/05/2016,44,62,14,11,264
38,02/05/2016,8,62,19,14,256
38,02/05/2016,10,62,5,3,164
38,02/05/2016,28,62,5,2,517
38,02/05/2016,7,62,16,3,75
38,02/05/2016,29,62,6,2,605
38,02/05/2016,10,62,7,4,620
38,02/05/2016,13,62,607,370,41
38,02/05/2016,21,62,13,7,414
38,02/05/2016,33,62,7,6,668
37,02/06/2016,13,63,856,676,9
37,02/06/2016,20,63,799,511,27
37,02/06/2016,9,63,18,7,130
37,02/06/2016,36,63,11,9,73
37,02/06/2016,14,63,18,1,283
37,02/06/2016,4,63,640,422,46
37,02/06/2016,9,63,19,4,83
37,02/06/2016,44,63,11,10,144
37,02/06/2016,24,63,801,568,14
37,02/06/2016,13,63,877,280,36
23,02/06/2016,42,64,9,7,776
23,02/06/2016,25,64,8,3,796
23,02/06/2016,9,64,15,5,209
23,02/06/2016,36,64,13,11,4
23,02/06/2016,35,64,5,0,458
23,02/06/2016,13,64,820,287,39
23,02/06/2016,8,64,10,0,427
23,02/06/2016,42,64,6,2,239
23,02/06/2016,12,64,18,1,333
33,02/07/2016,2,65,15,9,25
33,02/07/2016,39,65,6,5,413
2,02/07/2016,31,66,653,352,4
2,02/07/2016,16,66,18,6,38
2,02/07/2016,30,66,896,645,42
2,02/07/2016,32,66,9,8,834
2,02/07/2016,28,66,6,3,123
2,02/07/2016,42,66,8,5,743
2,02/07/2016,32,66,9,7,318
2,02/07/2016,26,66,994,715,4
2,02/07/2016,27,66,8,5,762
2,02/07/2016,22,66,11,0,135
2,02/07/2016,37,66,779,179,31
2,02/07/2016,18,66,9,1,394
2,02/07/2016,10,66,5,0,348
2,02/07/2016,20,66,588,382,10
37,02/07/2016,18,67,7,6,865
15,02/07/2016,42,68,8,3,340
15,02/07/2016,28,68,8,1,448
15,02/07/2016,37,68,541,205,36
15,02/07/2016,12,68,10,1,233
15,02/07/2016,21,68,13,0,381
15,02/07/2016,10,68,8,4,864
15,02/07/2016,22,68,12,8,412
10,02/07/2016,15,69,8,5,337
10,02/07/2016,33,69,9,5,193
10,02/07/2016,18,69,9,5,590
10,02/07/2016,11,69,852,681,50
10,02/07/2016,37,69,935,84,43
10,02/07/2016,33,69,8,4,541
10,02/07/2016,45,69,5,4,384
10,02/07/2016,26,69,775,232,43
10,02/07/2016,25,69,5,0,638
10,02/07/2016,10,69,9,8,121
10,02/07/2016,42,69,8,5,786
10,02/07/2016,8,69,13,9,350
10,02/07/2016,32,69,6,4,293
10,02/07/2016,34,69,19,16,115
